effect_id,analysis_id,row_kind,study_label,version,effect_measure,effect,ci_lower,ci_upper,se,variance,weight_pct,n_treatment,n_control,events_treatment,events_control,subgroup,timepoint,source_page,source_type,source_table,source_figure,row_label,effect_norm,ci_lower_norm,ci_upper_norm,certainty,supersedes,note
F4-20,A1b-UNPUB,STUDY,"Thase, unpublished",AS_PUBLISHED,Hedges' g,-0.09,-0.59,0.40,0.25,0.06,22.12,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,14,FOREST_PLOT,,Fig 4,"Thase, unpublished",-0.09,-0.59,0.40,KNOWN,,"Z -0.36, p 0.72; as printed: PT1 vs CTRL-NS(PLAC); HAMD; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F4-21,A1b-UNPUB,SUBGROUP_TOTAL,Unpublished (Overall),AS_PUBLISHED,Hedges' g,0.11,-0.12,0.35,0.12,0.01,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,14,FOREST_PLOT,,Fig 4,Unpublished (Overall),0.11,-0.12,0.35,KNOWN,,"Z 0.96, p 0.34; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree; pooled entirely from author-supplied unpublished data; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F4-22,A1b-ALL,OVERALL_TOTAL,Overall,AS_PUBLISHED,Hedges' g,0.26,0.02,0.51,0.13,0.02,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published + unpublished,post-treatment,14,FOREST_PLOT,,Fig 4,Overall,0.26,0.02,0.51,KNOWN,,"Z 2.10, p 0.04; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F5-01,A2-PUB,STUDY,"Beutler, 1991",AS_PUBLISHED,Hedges' g,0.13,-0.46,0.72,0.30,0.09,8.98,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Beutler, 1991",0.13,-0.46,0.72,KNOWN,,"Z 0.43, p 0.67; as printed: PT1 vs PT2; Combined"
F5-02,A2-PUB,STUDY,"Covi, 1987",AS_PUBLISHED,Hedges' g,1.64,0.47,2.80,0.59,0.35,2.88,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Covi, 1987",1.64,0.47,2.80,KNOWN,,"Z 2.75, p 0.01; as printed: PT1 vs PT2; Remission (BDI=0-9); CI whisker drawn with arrow at/beyond the +2.00 axis limit"
F5-03,A2-PUB,STUDY,"Dimidjian, 2006",AS_PUBLISHED,Hedges' g,0.22,-0.27,0.70,0.25,0.06,11.64,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Dimidjian, 2006",0.22,-0.27,0.70,KNOWN,,"Z 0.87, p 0.39; as printed: Combined; PT1 vs PT2; Combined"
F5-04,A2-PUB,STUDY,"Elkin, 1989",AS_PUBLISHED,Hedges' g,-0.12,-0.48,0.23,0.18,0.03,16.62,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Elkin, 1989",-0.12,-0.48,0.23,KNOWN,,"Z -0.67, p 0.50; as printed: PT1 vs PT2; Combined"
F5-05,A2-PUB,STUDY,"Foley, 1989",AS_PUBLISHED,Hedges' g,0.06,-0.82,0.94,0.45,0.20,4.72,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Foley, 1989",0.06,-0.82,0.94,KNOWN,,"Z 0.13, p 0.90; as printed: PT1 vs PT2; Combined"
F5-06,A2-PUB,STUDY,"Gallagher, 1982",AS_PUBLISHED,Hedges' g,0.27,-0.58,1.12,0.43,0.19,5.00,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Gallagher, 1982",0.27,-0.58,1.12,KNOWN,,"Z 0.63, p 0.53; as printed: Combined; Combined"
F5-07,A2-PUB,STUDY,"Goldman, 2006",AS_PUBLISHED,Hedges' g,0.64,-0.00,1.28,0.33,0.11,7.94,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Goldman, 2006",0.64,-0.00,1.28,KNOWN,,"Z 1.96, p 0.05; as printed: PT1 vs PT2; BDI"
F5-08,A2-PUB,STUDY,"Jacobson, 1991",AS_PUBLISHED,Hedges' g,-0.16,-0.77,0.45,0.31,0.10,8.51,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Jacobson, 1991",-0.16,-0.77,0.45,KNOWN,,"Z -0.52, p 0.60; as printed: Combined; Combined; Combined"
F5-09,A2-PUB,STUDY,"Mohr, 2001",AS_PUBLISHED,Hedges' g,0.51,-0.11,1.14,0.32,0.10,8.19,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Mohr, 2001",0.51,-0.11,1.14,KNOWN,,"Z 1.60, p 0.11; as printed: PT1 vs PT2; Combined"
F5-10,A2-PUB,STUDY,"Thompson, 1987",AS_PUBLISHED,Hedges' g,0.09,-0.40,0.59,0.25,0.06,11.29,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Thompson, 1987",0.09,-0.40,0.59,KNOWN,,"Z 0.37, p 0.71; as printed: Combined; Combined"
F5-11,A2-PUB,STUDY,"Wright, 2005",AS_PUBLISHED,Hedges' g,-0.08,-0.78,0.62,0.36,0.13,6.91,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Wright, 2005",-0.08,-0.78,0.62,KNOWN,,"Z -0.23, p 0.82; as printed: PT1 vs PT2; Combined"
F5-12,A2-PUB,STUDY,"Wright, 2014",AS_PUBLISHED,Hedges' g,0.08,-0.60,0.75,0.34,0.12,7.32,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,"Wright, 2014",0.08,-0.60,0.75,KNOWN,,"Z 0.23, p 0.82; as printed: PT1 vs PT2; HAMD; pass A links this row to Table 1 #10 (Frank R21MH061948, ref [39], per-trial data obtained from the PI); linkage AMBIGUOUS - see DRI-CON-19"
F5-13,A2-PUB,SUBGROUP_TOTAL,Published (Overall),AS_PUBLISHED,Hedges' g,0.17,-0.04,0.38,0.11,0.01,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,14,FOREST_PLOT,,Fig 5,Published (Overall),0.17,-0.04,0.38,KNOWN,,"Z 1.60, p 0.11; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F5-14,A2-UNPUB,STUDY,[unnamed unpublished],AS_PUBLISHED,Hedges' g,0.44,-0.30,1.19,0.38,0.14,27.27,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,14,FOREST_PLOT,,Fig 5,(blank study-name cell),0.44,-0.30,1.19,KNOWN,,"Z 1.17, p 0.24; as printed: comparison/outcome cells blank; fully anonymized (name, comparison and outcome cells all blank); values KNOWN; study identity UNRESOLVED — name withheld at the investigators' request; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F5-15,A2-UNPUB,STUDY,[unnamed unpublished],AS_PUBLISHED,Hedges' g,-0.24,-0.59,0.12,0.18,0.03,72.73,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,14,FOREST_PLOT,,Fig 5,(blank study-name cell),-0.24,-0.59,0.12,KNOWN,,"Z -1.31, p 0.19; as printed: comparison/outcome cells blank; fully anonymized (name, comparison and outcome cells all blank); values KNOWN; study identity UNRESOLVED — name withheld at the investigators' request; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F5-16,A2-UNPUB,SUBGROUP_TOTAL,Unpublished (Overall),AS_PUBLISHED,Hedges' g,-0.05,-0.49,0.38,0.22,0.05,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,14,FOREST_PLOT,,Fig 5,Unpublished (Overall),-0.05,-0.49,0.38,KNOWN,,"Z -0.24, p 0.81; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree; pooled entirely from author-supplied unpublished data; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F5-17,A2-ALL,OVERALL_TOTAL,Overall,AS_PUBLISHED,Hedges' g,0.13,-0.06,0.31,0.10,0.01,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published + unpublished,post-treatment,14,FOREST_PLOT,,Fig 5,Overall,0.13,-0.06,0.31,KNOWN,,"Z 1.34, p 0.18; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F6-01,A3-PUB,STUDY,"Barber, 2012",AS_PUBLISHED,Hedges' g,-0.11,-0.58,0.37,0.24,0.06,6.10,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Barber, 2012",-0.11,-0.58,0.37,KNOWN,,"Z -0.43, p 0.67; as printed: PT1 vs ADM; Combined"
F6-02,A3-PUB,STUDY,"DeRubeis, 2005",AS_PUBLISHED,Hedges' g,-0.07,-0.41,0.28,0.18,0.03,9.12,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"DeRubeis, 2005",-0.07,-0.41,0.28,KNOWN,,"Z -0.37, p 0.71; as printed: PT1 vs ADM; Combined"
F6-03,A3-PUB,STUDY,"Dimidjian, 2006",AS_PUBLISHED,Hedges' g,-0.16,-0.60,0.28,0.23,0.05,6.76,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Dimidjian, 2006",-0.16,-0.60,0.28,KNOWN,,"Z -0.72, p 0.47; as printed: Combined; Combined; Combined"
F6-04,A3-PUB,STUDY,"Elkin, 1989",AS_PUBLISHED,Hedges' g,-0.08,-0.44,0.28,0.18,0.03,8.70,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Elkin, 1989",-0.08,-0.44,0.28,KNOWN,,"Z -0.44, p 0.66; as printed: Combined; Combined"
F6-05,A3-PUB,STUDY,"Frank, 2011",AS_PUBLISHED,Hedges' g,-0.10,-0.34,0.15,0.12,0.02,12.58,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Frank, 2011",-0.10,-0.34,0.15,KNOWN,,"Z -0.78, p 0.44; as printed: PT1 vs ADM; Remission"
F6-06,A3-PUB,STUDY,"Hollon, 1992",AS_PUBLISHED,Hedges' g,0.08,-0.39,0.55,0.24,0.06,6.19,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Hollon, 1992",0.08,-0.39,0.55,KNOWN,,"Z 0.34, p 0.73; as printed: PT1 vs ADM; Combined"
F6-07,A3-PUB,STUDY,"Jarrett, 1999",AS_PUBLISHED,Hedges' g,-0.22,-0.67,0.24,0.23,0.05,6.44,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Jarrett, 1999",-0.22,-0.67,0.24,KNOWN,,"Z -0.92, p 0.36; as printed: PT1 vs ADM; Combined"
F6-08,A3-PUB,STUDY,"Miranda, 2003",AS_PUBLISHED,Hedges' g,-0.24,-0.53,0.05,0.15,0.02,10.75,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Miranda, 2003",-0.24,-0.53,0.05,KNOWN,,"Z -1.59, p 0.11; as printed: PT1 vs ADM; HAMD"
F6-09,A3-PUB,STUDY,"Mohr, 2001",AS_PUBLISHED,Hedges' g,-0.10,-0.76,0.56,0.34,0.11,3.71,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Mohr, 2001",-0.10,-0.76,0.56,KNOWN,,"Z -0.29, p 0.77; as printed: Combined; Combined"
F6-10,A3-PUB,STUDY,"Murphy, 1984",AS_PUBLISHED,Hedges' g,0.31,-0.25,0.87,0.29,0.08,4.82,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Murphy, 1984",0.31,-0.25,0.87,KNOWN,,"Z 1.08, p 0.28; as printed: PT1 vs ADM; Combined"
F6-11,A3-PUB,STUDY,"Murphy, 1995",AS_PUBLISHED,Hedges' g,1.31,0.40,2.22,0.47,0.22,2.13,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Murphy, 1995",1.31,0.40,2.22,KNOWN,,"Z 2.81, p 0.00; as printed: PT1 vs ADM; Combined; CI whisker drawn with arrow at/beyond the +2.00 axis limit"
F6-12,A3-PUB,STUDY,"Rush, 1977",AS_PUBLISHED,Hedges' g,0.90,0.21,1.59,0.35,0.12,3.49,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Rush, 1977",0.90,0.21,1.59,KNOWN,,"Z 2.57, p 0.01; as printed: PT1 vs ADM; Combined"
F6-13,A3-PUB,STUDY,"Schulberg, 1996",AS_PUBLISHED,Hedges' g,-0.03,-0.32,0.26,0.15,0.02,10.95,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Schulberg, 1996",-0.03,-0.32,0.26,KNOWN,,"Z -0.22, p 0.82; as printed: PT1 vs ADM; HAMD"
F6-14,A3-PUB,STUDY,"Thompson, 2001",AS_PUBLISHED,Hedges' g,0.31,-0.17,0.80,0.25,0.06,5.92,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Thompson, 2001",0.31,-0.17,0.80,KNOWN,,"Z 1.27, p 0.21; as printed: PT1 vs ADM; Combined"
F6-15,A3-PUB,STUDY,"Weissman, 1979",AS_PUBLISHED,Hedges' g,0.24,-0.63,1.10,0.44,0.20,2.34,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,"Weissman, 1979",0.24,-0.63,1.10,KNOWN,,"Z 0.54, p 0.59; as printed: PT1 vs ADM; ""no failure"""
F6-16,A3-PUB,SUBGROUP_TOTAL,Published (Overall),AS_PUBLISHED,Hedges' g,0.01,-0.13,0.16,0.07,0.01,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 6,Published (Overall),0.01,-0.13,0.16,KNOWN,,"Z 0.20, p 0.84; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F6-17,A3-UNPUB,STUDY,"Delgado, unpublished",AS_PUBLISHED,Hedges' g,-0.15,-0.70,0.39,0.28,0.08,25.98,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,15,FOREST_PLOT,,Fig 6,"Delgado, unpublished",-0.15,-0.70,0.39,KNOWN,,"Z -0.56, p 0.58; as printed: PT1 vs ADM; HAMD; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F6-18,A3-UNPUB,STUDY,[unpublished study — name and values suppressed],AS_PUBLISHED,Hedges' g,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,15,FOREST_PLOT,,Fig 6,Unpublished,,,,UNRESOLVED,,"Row prints only the group label 'Unpublished'; name and all statistics withheld ('we did not have permission of the investigators to do so', figure caption). weight recoverable by subtraction: ~44.53% (100 - 55.47 visible); not printed - the largest invisible contributor to the unpublished PT-vs-ADM pool. UNRESOLVED which Table 1 unpublished grant this is (candidates: Battle, Gilliam, Miller R01MH058866, Monk, Stuart x2, Zlotnick). SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F6-19,A3-UNPUB,STUDY,"Thase, unpublished",AS_PUBLISHED,Hedges' g,-0.51,-1.01,-0.01,0.25,0.06,29.49,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,15,FOREST_PLOT,,Fig 6,"Thase, unpublished",-0.51,-1.01,-0.01,KNOWN,,"Z -2.02, p 0.04; as printed: PT1 vs ADM; HAMD; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F6-20,A3-UNPUB,SUBGROUP_TOTAL,Unpublished (Overall),AS_PUBLISHED,Hedges' g,-0.21,-0.53,0.11,0.16,0.03,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,15,FOREST_PLOT,,Fig 6,Unpublished (Overall),-0.21,-0.53,0.11,KNOWN,,"Z -1.30, p 0.19; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree; pooled entirely from author-supplied unpublished data; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F6-21,A3-ALL,OVERALL_TOTAL,Overall,AS_PUBLISHED,Hedges' g,-0.05,-0.25,0.15,0.10,0.01,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published + unpublished,post-treatment,15,FOREST_PLOT,,Fig 6,Overall,-0.05,-0.25,0.15,KNOWN,,"Z -0.50, p 0.62; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F7-01,A4-PUB,STUDY,"Denton, 2012",AS_PUBLISHED,Hedges' g,0.86,-0.29,2.00,0.58,0.34,3.40,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Denton, 2012",0.86,-0.29,2.00,KNOWN,,"Z 1.47, p 0.14; as printed: PT1+ADM vs ADM; IDS-C30; CI whisker drawn with arrow at/beyond the +2.00 axis limit"
F7-02,A4-PUB,STUDY,"Hersen, 1984",AS_PUBLISHED,Hedges' g,-0.20,-0.86,0.47,0.34,0.11,8.65,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Hersen, 1984",-0.20,-0.86,0.47,KNOWN,,"Z -0.58, p 0.56; as printed: PT1+ADM vs ADM; Combined"
F7-03,A4-PUB,STUDY,"Hollon, 1992",AS_PUBLISHED,Hedges' g,0.38,-0.09,0.86,0.24,0.06,14.08,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Hollon, 1992",0.38,-0.09,0.86,KNOWN,,"Z 1.60, p 0.11; as printed: PT1+ADM vs ADM; Combined"
F7-04,A4-PUB,STUDY,"Hollon, 2014",AS_PUBLISHED,Hedges' g,-0.03,-0.21,0.16,0.09,0.01,31.13,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Hollon, 2014",-0.03,-0.21,0.16,KNOWN,,"Z -0.29, p 0.77; as printed: PT1+ADM vs ADM; Combined"
F7-05,A4-PUB,STUDY,"Lynch, 2003",AS_PUBLISHED,Hedges' g,0.25,-0.51,1.00,0.38,0.15,7.06,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Lynch, 2003",0.25,-0.51,1.00,KNOWN,,"Z 0.64, p 0.52; as printed: PT1+ADM vs ADM; Combined"
F7-06,A4-PUB,STUDY,"Murphy, 1984",AS_PUBLISHED,Hedges' g,0.30,-0.27,0.87,0.29,0.09,10.83,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Murphy, 1984",0.30,-0.27,0.87,KNOWN,,"Z 1.02, p 0.31; as printed: PT1+ADM vs ADM; Combined"
F7-07,A4-PUB,STUDY,"Reynolds, 1999",AS_PUBLISHED,Hedges' g,0.30,-0.42,1.01,0.36,0.13,7.71,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Reynolds, 1999",0.30,-0.42,1.01,KNOWN,,"Z 0.81, p 0.42; as printed: PT1+ADM vs ADM; Remission"
F7-08,A4-PUB,STUDY,"Thompson, 2001",AS_PUBLISHED,Hedges' g,0.41,-0.07,0.88,0.24,0.06,14.10,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Thompson, 2001",0.41,-0.07,0.88,KNOWN,,"Z 1.68, p 0.09; as printed: PT1+ADM vs ADM; Combined"
F7-09,A4-PUB,STUDY,"Weissman, 1979",AS_PUBLISHED,Hedges' g,1.08,-0.14,2.29,0.62,0.38,3.04,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,"Weissman, 1979",1.08,-0.14,2.29,KNOWN,,"Z 1.74, p 0.08; as printed: PT1+ADM vs ADM; ""no failure""; CI whisker drawn with arrow at/beyond the +2.00 axis limit"
F7-10,A4-PUB,SUBGROUP_TOTAL,Published (Overall),AS_PUBLISHED,Hedges' g,0.22,-0.00,0.44,0.11,0.01,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published,post-treatment,15,FOREST_PLOT,,Fig 7,Published (Overall),0.22,-0.00,0.44,KNOWN,,"Z 1.96, p 0.05; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
F7-11,A4-UNPUB,STUDY,[unnamed unpublished],AS_PUBLISHED,Hedges' g,0.56,0.10,1.02,0.24,0.06,78.94,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,15,FOREST_PLOT,,Fig 7,(blank study-name cell),0.56,0.10,1.02,KNOWN,,"Z 2.36, p 0.02; as printed: PT1+ADM vs ADM; HAMD-Modified; values KNOWN; study identity UNRESOLVED — name withheld at the investigators' request; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F7-12,A4-UNPUB,STUDY,[unpublished study — name and values suppressed],AS_PUBLISHED,Hedges' g,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,15,FOREST_PLOT,,Fig 7,Unpublished,,,,UNRESOLVED,,"Row prints only the group label 'Unpublished'; name and all statistics withheld ('we did not have permission of the investigators to do so', figure caption). weight recoverable by subtraction: ~21.06% (100 - 78.94 visible); not printed. UNRESOLVED which Table 1 unpublished grant this is (candidates: Battle, Gilliam, Miller R01MH058866, Monk, Stuart x2, Zlotnick). SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F7-13,A4-UNPUB,SUBGROUP_TOTAL,Unpublished (Overall),AS_PUBLISHED,Hedges' g,0.37,-0.14,0.89,0.26,0.07,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Unpublished,post-treatment,15,FOREST_PLOT,,Fig 7,Unpublished (Overall),0.37,-0.14,0.89,KNOWN,,"Z 1.42, p 0.16; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree; pooled entirely from author-supplied unpublished data; SOURCE_DATA_NOT_PUBLICLY_VERIFIABLE — values exist only in this paper (author-supplied data)"
F7-14,A4-ALL,OVERALL_TOTAL,Overall,AS_PUBLISHED,Hedges' g,0.24,0.04,0.45,0.10,0.01,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Published + unpublished,post-treatment,15,FOREST_PLOT,,Fig 7,Overall,0.24,0.04,0.45,KNOWN,,"Z 2.36, p 0.02; value restated in Table 2 (p12); figure diamond, Table 2 and body text agree"
