effect_id,analysis_id,row_kind,study_label,version,effect_measure,effect,ci_lower,ci_upper,se,variance,weight_pct,n_treatment,n_control,events_treatment,events_control,subgroup,timepoint,source_page,source_type,source_table,source_figure,row_label,effect_norm,ci_lower_norm,ci_upper_norm,certainty,supersedes,note
T2PO-19,A4,STUDY,Niaura et al,AS_PUBLISHED,Peto OR,7.44,0.46,119.40,,,,160,160,2/160,0/160,,treatment emergent,9,TABLE,Table 2,,Niaura et al,7.44,0.46,119.40,KNOWN,,
T2PO-20,A4,STUDY,Tonstad et al,AS_PUBLISHED,Peto OR,7.45,0.47,119.26,,,,603,607,2/603,0/607,,treatment emergent,9,TABLE,Table 2,,Tonstad et al,7.45,0.47,119.26,KNOWN,,
T2PO-21,A4,STUDY,Williams et al,AS_PUBLISHED,Peto OR,2.40,0.49,11.67,,,,251,126,6/251,1/126,,treatment emergent,9,TABLE,Table 2,,Williams et al,2.40,0.49,11.67,KNOWN,,
T2PO-22,A4,STUDY,Tashkin et al,AS_PUBLISHED,Peto OR,1.99,0.40,9.95,,,,250,254,4/250,2/254,,treatment emergent,9,TABLE,Table 2,,Tashkin et al,1.99,0.40,9.95,KNOWN,,
T2PO-23,A4,OVERALL_TOTAL,All trials combined,AS_PUBLISHED,Peto OR,1.58,0.90,2.76,,,,,,,,,treatment emergent,9,TABLE,Table 2,,All trials combined,1.58,0.90,2.76,KNOWN,,pooled over 14 trials with ≥1 event
F3-01,A10,STUDY,Nides 2006,AS_PUBLISHED,cumulative RD,0.0026,-0.0099,0.0152,,,4.53,383,127,1/383,0/127,,treatment emergent,11,FOREST_PLOT,,Fig 3,Nides 2006,0.0026,-0.0099,0.0152,KNOWN,,cumulative estimate through this trial; first row = single-trial estimate; upper 0.0152 vs 0.0151 Fig 2
F3-02,A10,STUDY,Oncken 2006,AS_PUBLISHED,cumulative RD,0.0033,-0.0055,0.0120,,,4.90,518,129,2/518,0/129,,treatment emergent,11,FOREST_PLOT,,Fig 3,Oncken 2006,0.0033,-0.0055,0.0120,KNOWN,,cumulative estimate through this trial
F3-03,A10,STUDY,Jorenby 2006,AS_PUBLISHED,cumulative RD,0.0017,-0.0043,0.0078,,,8.12,344,341,1/344,1/341,,treatment emergent,11,FOREST_PLOT,,Fig 3,Jorenby 2006,0.0017,-0.0043,0.0078,KNOWN,,cumulative estimate through this trial; weight 8.12 vs 8.13 Fig 2
F3-04,A10,STUDY,Tonstad 2006,AS_PUBLISHED,cumulative RD,0.0024,-0.0017,0.0066,,,14.35,603,607,2/603,0/607,,treatment emergent,11,FOREST_PLOT,,Fig 3,Tonstad 2006,0.0024,-0.0017,0.0066,KNOWN,,cumulative estimate through this trial
F3-05,A10,STUDY,Gonzales 2006,AS_PUBLISHED,cumulative RD,0.0019,-0.0021,0.0060,,,8.25,352,344,2/352,2/344,,treatment emergent,11,FOREST_PLOT,,Fig 3,Gonzales 2006,0.0019,-0.0021,0.0060,KNOWN,,cumulative estimate through this trial
F3-06,A10,STUDY,Nakamura 2007,AS_PUBLISHED,cumulative RD,0.0019,-0.0018,0.0057,,,5.49,465,154,1/465,0/154,,treatment emergent,11,FOREST_PLOT,,Fig 3,Nakamura 2007,0.0019,-0.0018,0.0057,KNOWN,,cumulative estimate through this trial
F3-07,A10,STUDY,Williams 2007,AS_PUBLISHED,cumulative RD,0.0031,-0.0009,0.0070,,,3.98,251,126,6/251,1/126,,treatment emergent,11,FOREST_PLOT,,Fig 3,Williams 2007,0.0031,-0.0009,0.0070,KNOWN,,cumulative estimate through this trial
F3-08,A10,STUDY,Tsai 2007,AS_PUBLISHED,cumulative RD,0.0033,-0.0006,0.0073,,,2.97,126,124,1/126,0/124,,treatment emergent,11,FOREST_PLOT,,Fig 3,Tsai 2007,0.0033,-0.0006,0.0073,KNOWN,,cumulative estimate through this trial
F3-09,A10,STUDY,Niaura 2008,AS_PUBLISHED,cumulative RD,0.0040,0.0000,0.0079,,,3.80,160,160,2/160,0/160,,treatment emergent,11,FOREST_PLOT,,Fig 3,Niaura 2008,0.0040,0.0000,0.0079,KNOWN,,cumulative estimate through this trial
F3-10,A10,STUDY,Wang 2009,AS_PUBLISHED,cumulative RD,0.0037,-0.0001,0.0075,,,3.95,165,168,0/165,0/168,,treatment emergent,11,FOREST_PLOT,,Fig 3,Wang 2009,0.0037,-0.0001,0.0075,KNOWN,,cumulative estimate through this trial
F3-11,A10,STUDY,Fagerström 2010,AS_PUBLISHED,cumulative RD,0.0031,-0.0006,0.0067,,,5.12,214,218,0/214,1/218,,treatment emergent,11,FOREST_PLOT,,Fig 3,Fagerström 2010,0.0031,-0.0006,0.0067,KNOWN,,cumulative estimate through this trial
F3-12,A10,STUDY,Poling 2010,AS_PUBLISHED,cumulative RD,0.0030,-0.0006,0.0067,,,0.36,13,18,0/13,0/18,,treatment emergent,11,FOREST_PLOT,,Fig 3,Poling 2010,0.0030,-0.0006,0.0067,KNOWN,,cumulative estimate through this trial
F3-13,A10,STUDY,Rigotti 2010,AS_PUBLISHED,cumulative RD,0.0027,-0.0015,0.0070,,,8.47,355,359,10/355,10/359,,treatment emergent,11,FOREST_PLOT,,Fig 3,Rigotti 2010,0.0027,-0.0015,0.0070,KNOWN,,cumulative estimate through this trial
F3-14,A10,STUDY,Tashkin 2011,AS_PUBLISHED,cumulative RD,0.0031,-0.0011,0.0073,,,5.98,250,254,4/250,2/254,,treatment emergent,11,FOREST_PLOT,,Fig 3,Tashkin 2011,0.0031,-0.0011,0.0073,KNOWN,,cumulative estimate through this trial
F3-15,A10,STUDY,Bolliger 2011,AS_PUBLISHED,cumulative RD,0.0031,-0.0009,0.0070,,,6.27,394,199,1/394,0/199,,treatment emergent,11,FOREST_PLOT,,Fig 3,Bolliger 2011,0.0031,-0.0009,0.0070,KNOWN,,cumulative estimate through this trial
F3-16,A10,STUDY,Hughes 2011,AS_PUBLISHED,cumulative RD,0.0030,-0.0009,0.0069,,,2.58,107,111,0/107,0/111,,treatment emergent,11,FOREST_PLOT,,Fig 3,Hughes 2011,0.0030,-0.0009,0.0069,KNOWN,,cumulative estimate through this trial
F3-17,A10,STUDY,Steinberg 2011,AS_PUBLISHED,cumulative RD,0.0030,-0.0009,0.0068,,,0.94,40,39,1/40,1/39,,treatment emergent,11,FOREST_PLOT,,Fig 3,Steinberg 2011,0.0030,-0.0009,0.0068,KNOWN,,cumulative estimate through this trial
F3-18,A10,STUDY,Ebbert 2011,AS_PUBLISHED,cumulative RD,0.0029,-0.0010,0.0068,,,0.90,38,38,0/38,0/38,,treatment emergent,11,FOREST_PLOT,,Fig 3,Ebbert 2011,0.0029,-0.0010,0.0068,KNOWN,,cumulative estimate through this trial
F3-19,A10,STUDY,Hong 2011,AS_PUBLISHED,cumulative RD,0.0029,-0.0010,0.0068,,,0.49,20,21,0/20,0/21,,treatment emergent,11,FOREST_PLOT,,Fig 3,Hong 2011,0.0029,-0.0010,0.0068,KNOWN,,cumulative estimate through this trial
F3-20,A10,STUDY,Garza 2011,AS_PUBLISHED,cumulative RD,0.0029,-0.0010,0.0067,,,1.30,55,55,0/55,0/55,,treatment emergent,11,FOREST_PLOT,,Fig 3,Garza 2011,0.0029,-0.0010,0.0067,KNOWN,,cumulative estimate through this trial
F3-21,A10,STUDY,Rennard 2012,AS_PUBLISHED,cumulative RD,0.0027,-0.0010,0.0064,,,5.89,493,166,0/493,0/166,,treatment emergent,11,FOREST_PLOT,,Fig 3,Rennard 2012,0.0027,-0.0010,0.0064,KNOWN,,cumulative estimate through this trial
F3-22,A10,OVERALL_TOTAL,A3051072 2012,AS_PUBLISHED,cumulative RD,0.0027,-0.0010,0.0063,,,1.35,85,43,0/85,0/43,,treatment emergent,11,FOREST_PLOT,,Fig 3,A3051072 2012,0.0027,-0.0010,0.0063,KNOWN,,cumulative estimate through this trial; final cumulative row = overall
