effect_id,analysis_id,row_kind,study_label,version,effect_measure,effect,ci_lower,ci_upper,se,variance,weight_pct,n_treatment,n_control,events_treatment,events_control,subgroup,timepoint,source_page,source_type,source_table,source_figure,row_label,effect_norm,ci_lower_norm,ci_upper_norm,certainty,supersedes,note
T3-MI-29,A01;A03,STUDY,49653/147,AS_CORRECTED,NOT_APPLICABLE,,,,,,,89,88,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/147,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-30,A01;A03,STUDY,49653/162,AS_CORRECTED,NOT_APPLICABLE,,,,,,,168,172,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/162,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-31,,STUDY,49653/234,AS_CORRECTED,NOT_APPLICABLE,,,,,,,116,61,0,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/234,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from both MI and CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-MI-32,A01;A03,STUDY,49653/330,AS_CORRECTED,NOT_APPLICABLE,,,,,,,1172,377,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/330,,,,KNOWN,,"no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input; Table 3 n (1172/377) differs from Table 1 (1,181/382) - see NIS-CON-1; Table 4 denominators follow THESE Table 3 values"
T3-MI-33,,STUDY,49653/331,AS_CORRECTED,NOT_APPLICABLE,,,,,,,706,325,0,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/331,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from MI analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-MI-34,A01;A03,STUDY,49653/137,AS_CORRECTED,NOT_APPLICABLE,,,,,,,204,185,1,2,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/137,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-35,A01;A03,STUDY,SB-712753/002,AS_CORRECTED,NOT_APPLICABLE,,,,,,,288,280,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,SB-712753/002,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-36,A01;A03,STUDY,SB-712753/003,AS_CORRECTED,NOT_APPLICABLE,,,,,,,254,272,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,SB-712753/003,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-37,A01;A03,STUDY,SB-712753/007,AS_CORRECTED,NOT_APPLICABLE,,,,,,,314,154,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,SB-712753/007,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-38,,STUDY,SB-712753/009,AS_CORRECTED,NOT_APPLICABLE,,,,,,,162,160,0,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,SB-712753/009,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from both MI and CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-MI-39,A01;A03,STUDY,49653/132,AS_CORRECTED,NOT_APPLICABLE,,,,,,,442,112,1,0,myocardial infarction,NOT_APPLICABLE,10,TABLE,Table 3,,49653/132,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-40,A01;A03,STUDY,AVA100193,AS_CORRECTED,NOT_APPLICABLE,,,,,,,394,124,1,0,myocardial infarction,NOT_APPLICABLE,11,TABLE,Table 3 (Continued),,AVA100193,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-41,A01;A04,STUDY,DREAM,AS_CORRECTED,NOT_APPLICABLE,,,,,,,2635,2634,15,9,myocardial infarction,NOT_APPLICABLE,11,TABLE,Table 3 (Continued),,DREAM,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-42,A01;A05,STUDY,ADOPT,AS_CORRECTED,NOT_APPLICABLE,,,,,,,1456,2895,27,41,myocardial infarction,NOT_APPLICABLE,11,TABLE,Table 3 (Continued),,ADOPT,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-MI-TOTAL,A01,OVERALL_TOTAL,Total,AS_CORRECTED,NOT_APPLICABLE,,,,,,,,,86,72,myocardial infarction,NOT_APPLICABLE,11,TABLE,Table 3 (Continued),,Total,,,,KNOWN,,"Total row prints event counts only, NO patient totals; column sums of printed n = 15,556 rosi / 12,277 control (derived), which differ from Table 1 totals 15,565/12,282 - see NIS-CON-1; event totals match Results text p3 and column sums exactly"
T3-CV-01,A02;A06,STUDY,49653/011,AS_CORRECTED,NOT_APPLICABLE,,,,,,,357,176,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/011,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-02,,STUDY,49653/020,AS_CORRECTED,NOT_APPLICABLE,,,,,,,391,207,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/020,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-03,,STUDY,49653/024,AS_CORRECTED,NOT_APPLICABLE,,,,,,,774,185,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/024,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-04,,STUDY,49653/093,AS_CORRECTED,NOT_APPLICABLE,,,,,,,213,109,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/093,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-05,A02;A06,STUDY,49653/094,AS_CORRECTED,NOT_APPLICABLE,,,,,,,232,116,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/094,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-06,,STUDY,100684,AS_CORRECTED,NOT_APPLICABLE,,,,,,,43,47,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,100684,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-07,,STUDY,49653/143,AS_CORRECTED,NOT_APPLICABLE,,,,,,,121,124,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/143,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-08,A02;A06,STUDY,49653/211,AS_CORRECTED,NOT_APPLICABLE,,,,,,,110,114,3,2,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/211,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-09,,STUDY,49653/284,AS_CORRECTED,NOT_APPLICABLE,,,,,,,382,384,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/284,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-10,,STUDY,712753/008,AS_CORRECTED,NOT_APPLICABLE,,,,,,,284,135,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,712753/008,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-11,A02;A06,STUDY,AVM100264,AS_CORRECTED,NOT_APPLICABLE,,,,,,,294,302,2,1,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,AVM100264,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-12,,STUDY,BRL 49653C/185,AS_CORRECTED,NOT_APPLICABLE,,,,,,,563,142,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,BRL 49653C/185,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-13,A02;A06,STUDY,BRL 49653/334,AS_CORRECTED,NOT_APPLICABLE,,,,,,,278,279,0,1,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,BRL 49653/334,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-14,,STUDY,BRL 49653/347,AS_CORRECTED,NOT_APPLICABLE,,,,,,,418,212,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,BRL 49653/347,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-15,A02;A06,STUDY,49653/015,AS_CORRECTED,NOT_APPLICABLE,,,,,,,395,198,2,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/015,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-16,A02;A06,STUDY,49653/079,AS_CORRECTED,NOT_APPLICABLE,,,,,,,203,106,1,1,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/079,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-17,,STUDY,49653/080,AS_CORRECTED,NOT_APPLICABLE,,,,,,,104,99,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/080,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-18,A02;A06,STUDY,49653/082,AS_CORRECTED,NOT_APPLICABLE,,,,,,,212,107,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/082,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-19,A02;A06,STUDY,49653/085,AS_CORRECTED,NOT_APPLICABLE,,,,,,,138,139,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/085,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-20,A02;A06,STUDY,49653/095,AS_CORRECTED,NOT_APPLICABLE,,,,,,,196,96,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/095,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-21,,STUDY,49653/097,AS_CORRECTED,NOT_APPLICABLE,,,,,,,122,120,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/097,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-22,,STUDY,49653/125,AS_CORRECTED,NOT_APPLICABLE,,,,,,,175,173,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/125,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-23,,STUDY,49653/127,AS_CORRECTED,NOT_APPLICABLE,,,,,,,56,58,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/127,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-24,,STUDY,49653/128,AS_CORRECTED,NOT_APPLICABLE,,,,,,,39,38,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/128,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-25,A02;A06,STUDY,49653/134,AS_CORRECTED,NOT_APPLICABLE,,,,,,,561,276,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/134,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-26,A02;A06,STUDY,49653/135,AS_CORRECTED,NOT_APPLICABLE,,,,,,,116,111,2,1,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/135,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-27,A02;A06,STUDY,49653/136,AS_CORRECTED,NOT_APPLICABLE,,,,,,,148,143,2,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/136,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-28,A02;A06,STUDY,49653/145,AS_CORRECTED,NOT_APPLICABLE,,,,,,,231,242,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/145,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-29,,STUDY,49653/147,AS_CORRECTED,NOT_APPLICABLE,,,,,,,89,88,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/147,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-30,A02;A06,STUDY,49653/162,AS_CORRECTED,NOT_APPLICABLE,,,,,,,168,172,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/162,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-31,,STUDY,49653/234,AS_CORRECTED,NOT_APPLICABLE,,,,,,,116,61,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/234,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from both MI and CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-32,A02;A06,STUDY,49653/330,AS_CORRECTED,NOT_APPLICABLE,,,,,,,1172,377,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/330,,,,KNOWN,,"no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input; Table 3 n (1172/377) differs from Table 1 (1,181/382) - see NIS-CON-1; Table 4 denominators follow THESE Table 3 values"
T3-CV-33,A02;A06,STUDY,49653/331,AS_CORRECTED,NOT_APPLICABLE,,,,,,,706,325,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/331,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-34,A02;A06,STUDY,49653/137,AS_CORRECTED,NOT_APPLICABLE,,,,,,,204,185,0,1,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/137,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-35,A02;A06,STUDY,SB-712753/002,AS_CORRECTED,NOT_APPLICABLE,,,,,,,288,280,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,SB-712753/002,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-36,,STUDY,SB-712753/003,AS_CORRECTED,NOT_APPLICABLE,,,,,,,254,272,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,SB-712753/003,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-37,,STUDY,SB-712753/007,AS_CORRECTED,NOT_APPLICABLE,,,,,,,314,154,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,SB-712753/007,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-38,,STUDY,SB-712753/009,AS_CORRECTED,NOT_APPLICABLE,,,,,,,162,160,0,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,SB-712753/009,,,,KNOWN,,zero events in both arms for this outcome - EXCLUDED from both MI and CV-death analyses per Methods p3 exclusion rule (derived; excluded trials never named in print)
T3-CV-39,A02;A06,STUDY,49653/132,AS_CORRECTED,NOT_APPLICABLE,,,,,,,442,112,1,0,death from cardiovascular causes,NOT_APPLICABLE,10,TABLE,Table 3,,49653/132,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-40,A02;A06,STUDY,AVA100193,AS_CORRECTED,NOT_APPLICABLE,,,,,,,394,124,1,0,death from cardiovascular causes,NOT_APPLICABLE,11,TABLE,Table 3 (Continued),,AVA100193,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-41,A02;A07,STUDY,DREAM,AS_CORRECTED,NOT_APPLICABLE,,,,,,,2635,2634,12,10,death from cardiovascular causes,NOT_APPLICABLE,11,TABLE,Table 3 (Continued),,DREAM,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-42,A02;A08,STUDY,ADOPT,AS_CORRECTED,NOT_APPLICABLE,,,,,,,1456,2895,2,5,death from cardiovascular causes,NOT_APPLICABLE,11,TABLE,Table 3 (Continued),,ADOPT,,,,KNOWN,,no per-trial OR printed anywhere in the paper (no forest plot); 2x2 cell counts are the analysis input
T3-CV-TOTAL,A02,OVERALL_TOTAL,Total,AS_CORRECTED,NOT_APPLICABLE,,,,,,,,,39,22,death from cardiovascular causes,NOT_APPLICABLE,11,TABLE,Table 3 (Continued),,Total,,,,KNOWN,,"Total row prints event counts only, NO patient totals; column sums of printed n = 15,556 rosi / 12,277 control (derived), which differ from Table 1 totals 15,565/12,282 - see NIS-CON-1; event totals match Results text p3 and column sums exactly"
T4-MI-SMALL,A03,SUBGROUP_TOTAL,Small trials combined,AS_CORRECTED,Peto OR,1.45,0.88,2.39,,,,"10,285",6106,44,22,myocardial infarction,NOT_APPLICABLE,12,TABLE,Table 4,,Myocardial infarction - Small trials combined,1.45,0.88,2.39,KNOWN,,"printed '44/10,285 (0.43)' vs '22/6106 (0.36)'; P=0.15. ERRATUM-AFFECTED (NIS-ERR-06/07): post-erratum values. Denominators = Table 3 n summed over the 36 small MI-analysis trials (verified exact, using Table 3's 1172/377 for 49653/330)"
T4-MI-DREAM,A04,SUBGROUP_TOTAL,DREAM,AS_CORRECTED,Peto OR,1.65,0.74,3.68,,,,"2,635",2634,15,9,myocardial infarction,NOT_APPLICABLE,12,TABLE,Table 4,,Myocardial infarction - DREAM,1.65,0.74,3.68,KNOWN,,"printed '15/2,635 (0.57)' vs '9/2634 (0.34)'; P=0.22"
T4-MI-ADOPT,A05,SUBGROUP_TOTAL,ADOPT,AS_CORRECTED,Peto OR,1.33,0.80,2.21,,,,"1,456",2895,27,41,myocardial infarction,NOT_APPLICABLE,12,TABLE,Table 4,,Myocardial infarction - ADOPT,1.33,0.80,2.21,KNOWN,,"printed '27/1,456 (1.85)' vs '41/2895 (1.42)'; P=0.27. Control cell ERRATUM-AFFECTED (NIS-ERR-08): post-erratum value"
T4-MI-OVERALL,A01,OVERALL_TOTAL,Overall,AS_CORRECTED,Peto OR,1.43,1.03,1.98,,,,,,,,myocardial infarction,NOT_APPLICABLE,12,TABLE,Table 4,,Myocardial infarction - Overall,1.43,1.03,1.98,KNOWN,,P=0.03; Overall row prints OR/CI/P only - no event counts or denominators
T4-CV-SMALL,A06,SUBGROUP_TOTAL,Small trials combined,AS_CORRECTED,Peto OR,2.40,1.17,4.91,,,,"6,845",3980,25,7,death from cardiovascular causes,NOT_APPLICABLE,12,TABLE,Table 4,,Death from cardiovascular causes - Small trials combined,2.40,1.17,4.91,KNOWN,,"printed '25/6,845 (0.36)' vs '7/3980 (0.18)'; P=0.02. ERRATUM-AFFECTED (NIS-ERR-09/10): post-erratum values (erratum quotes '25/6845' without comma). Denominators = Table 3 n summed over the 21 small CV-death-analysis trials (verified exact)"
T4-CV-DREAM,A07,SUBGROUP_TOTAL,DREAM,AS_CORRECTED,Peto OR,1.20,0.52,2.78,,,,"2,635",2634,12,10,death from cardiovascular causes,NOT_APPLICABLE,12,TABLE,Table 4,,Death from cardiovascular causes - DREAM,1.20,0.52,2.78,KNOWN,,"printed '12/2,635 (0.46)' vs '10/2634 (0.38)'; P=0.67. Rosiglitazone cell ERRATUM-AFFECTED (NIS-ERR-11): post-erratum value"
T4-CV-ADOPT,A08,SUBGROUP_TOTAL,ADOPT,AS_CORRECTED,Peto OR,0.80,0.17,3.86,,,,"1,456",2895,2,5,death from cardiovascular causes,NOT_APPLICABLE,12,TABLE,Table 4,,Death from cardiovascular causes - ADOPT,0.80,0.17,3.86,KNOWN,,"printed '2/1,456 (0.14)' vs '5/2895 (0.17)'; P=0.78. Control cell ERRATUM-AFFECTED (NIS-ERR-12): post-erratum value"
T4-CV-OVERALL,A02,OVERALL_TOTAL,Overall,AS_CORRECTED,Peto OR,1.64,0.98,2.74,,,,,,,,death from cardiovascular causes,NOT_APPLICABLE,12,TABLE,Table 4,,Death from cardiovascular causes - Overall,1.64,0.98,2.74,KNOWN,,P=0.06; Overall row prints OR/CI/P only - no event counts or denominators
